site_id,source_network,name,latitude,longitude,elevation_m,state,country,start_date,end_date,metadata
sbt01,coagmet,Seibert,39.1187,-102.925,1479,CO,USA,2015-04-02,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1479, ""firstObs"": ""2015-04-02"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 39.1187, ""location"": ""Livingston CRP land south of Seibert"", ""lon"": -102.925, ""name"": ""Seibert"", ""network"": ""Coag"", ""station"": ""sbt01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""sbt01""}"
scm01,coagmet,Sand Creek Massacre HS,38.5442,-102.5025,1208,CO,USA,2007-11-30,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1208, ""firstObs"": ""2007-11-30"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 38.5442, ""location"": ""7.5 mi NNE of Chivington"", ""lon"": -102.5025, ""name"": ""Sand Creek Massacre HS"", ""network"": ""Coag"", ""station"": ""scm01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""scm01""}"
sld01,coagmet,Salida,38.5713,-106.0427,2203,CO,USA,2010-07-28,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 2203, ""firstObs"": ""2010-07-28"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 38.5713, ""location"": ""Near Salida"", ""lon"": -106.0427, ""name"": ""Salida"", ""network"": ""Coag"", ""station"": ""sld01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""sld01""}"
slt01,coagmet,Silt,39.5667,-107.6934,1713,CO,USA,2015-05-08,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1713, ""firstObs"": ""2015-05-08"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 39.5667, ""location"": ""Silt Mesa"", ""lon"": -107.6934, ""name"": ""Silt"", ""network"": ""Coag"", ""station"": ""slt01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""slt01""}"
stg01,coagmet,Sterling,40.4621,-103.029,1369,CO,USA,2006-03-24,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1369, ""firstObs"": ""2006-03-24"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 40.4621, ""location"": ""Sterling"", ""lon"": -103.029, ""name"": ""Sterling"", ""network"": ""Coag"", ""station"": ""stg01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""stg01""}"
stn01,coagmet,Stratton,39.2987,-102.522,1317,CO,USA,2006-04-02,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 3.0, ""elevation"": 1317, ""firstObs"": ""2006-04-02"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 39.2987, ""location"": ""Stratton"", ""lon"": -102.522, ""name"": ""Stratton"", ""network"": ""Coag"", ""station"": ""stn01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""stn01""}"
stt01,coagmet,Stonington,37.1613,-102.122,1171,CO,USA,2006-04-02,2008-12-01,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1171, ""firstObs"": ""2006-04-02"", ""irrigation"": ""dry"", ""lastObs"": ""2008-12-01"", ""lat"": 37.1613, ""location"": ""Stonington"", ""lon"": -102.122, ""name"": ""Stonington"", ""network"": ""Coag"", ""station"": ""stt01"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""stt01""}"
twc01,coagmet,Towaoc,37.1892,-108.9353,1621,CO,USA,1997-12-31,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1621, ""firstObs"": ""1997-12-31"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 37.1892, ""location"": ""Ute Mtn Ute Farm"", ""lon"": -108.9353, ""name"": ""Towaoc"", ""network"": ""Coag"", ""station"": ""twc01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""twc01""}"
uwr70,coagmet,United Water,40.3806,-104.35,1427,CO,USA,2011-03-03,2015-02-12,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1427, ""firstObs"": ""2011-03-03"", ""irrigation"": ""dry"", ""lastObs"": ""2015-02-12"", ""lat"": 40.3806, ""location"": ""West of Wiggins"", ""lon"": -104.35, ""name"": ""United Water"", ""network"": ""Coag"", ""station"": ""uwr70"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""uwr70""}"
vld01,coagmet,Vineland,38.2235,-104.461,1347,CO,USA,1993-08-04,2010-10-12,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1347, ""firstObs"": ""1993-08-04"", ""irrigation"": ""full"", ""lastObs"": ""2010-10-12"", ""lat"": 38.2235, ""location"": ""13 mi SE Pueblo"", ""lon"": -104.461, ""name"": ""Vineland"", ""network"": ""Coag"", ""station"": ""vld01"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""vld01""}"
wav01,coagmet,Waverly,40.7102,-105.103,1594,CO,USA,2012-02-17,2012-04-18,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1594, ""firstObs"": ""2012-02-17"", ""irrigation"": ""dry"", ""lastObs"": ""2012-04-18"", ""lat"": 40.7102, ""location"": ""NW of Douglas Reservoir"", ""lon"": -105.103, ""name"": ""Waverly"", ""network"": ""Coag"", ""station"": ""wav01"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""wav01""}"
wcf01,coagmet,Westcliffe,38.1504,-105.4988,2357,CO,USA,2010-08-01,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 2357, ""firstObs"": ""2010-08-01"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 38.1504, ""location"": ""2 mi NW Westcliffe"", ""lon"": -105.4988, ""name"": ""Westcliffe"", ""network"": ""Coag"", ""station"": ""wcf01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""wcf01""}"
wfd01,coagmet,Wolford Mtn Reservoir,40.1387,-106.415,2292,CO,USA,2005-04-13,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 2292, ""firstObs"": ""2005-04-13"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 40.1387, ""location"": ""5 mi NNW Kremmling"", ""lon"": -106.415, ""name"": ""Wolford Mtn Reservoir"", ""network"": ""Coag"", ""station"": ""wfd01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""wfd01""}"
wgg01,coagmet,Wiggins 06,40.3333,-104.036,1355,CO,USA,1997-04-01,2004-11-01,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1355, ""firstObs"": ""1997-04-01"", ""irrigation"": ""part"", ""lastObs"": ""2004-11-01"", ""lat"": 40.3333, ""location"": ""NNE of Wiggins"", ""lon"": -104.036, ""name"": ""Wiggins 06"", ""network"": ""Coag"", ""station"": ""wgg01"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""wgg01""}"
wgg02,coagmet,Wiggins 39,40.2998,-103.952,1348,CO,USA,1997-04-01,2005-08-01,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1348, ""firstObs"": ""1997-04-01"", ""irrigation"": ""part"", ""lastObs"": ""2005-08-01"", ""lat"": 40.2998, ""location"": ""ENE of Wiggins"", ""lon"": -103.952, ""name"": ""Wiggins 39"", ""network"": ""Coag"", ""station"": ""wgg02"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""wgg02""}"
wls01,coagmet,Walsh,37.383,-102.294,1211,CO,USA,2012-04-11,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1211, ""firstObs"": ""2012-04-11"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 37.383, ""location"": ""Plainsman Research Center in Walsh, CO"", ""lon"": -102.294, ""name"": ""Walsh"", ""network"": ""Coag"", ""station"": ""wls01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""wls01""}"
wlt01,coagmet,Wellington,40.6762,-104.997,1568,CO,USA,2005-08-08,2010-06-16,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1568, ""firstObs"": ""2005-08-08"", ""irrigation"": ""full"", ""lastObs"": ""2010-06-16"", ""lat"": 40.6762, ""location"": ""I25 & 58.5 Rd"", ""lon"": -104.997, ""name"": ""Wellington"", ""network"": ""Coag"", ""station"": ""wlt01"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""wlt01""}"
wry01,coagmet,Wray,40.1924,-102.203,1122,CO,USA,1996-05-09,2015-04-04,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1122, ""firstObs"": ""1996-05-09"", ""irrigation"": ""full"", ""lastObs"": ""2015-04-04"", ""lat"": 40.1924, ""location"": ""10 mi N Wray"", ""lon"": -102.203, ""name"": ""Wray"", ""network"": ""Coag"", ""station"": ""wry01"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""wry01""}"
wry02,coagmet,Wray 2,40.2187,-102.265,1139,CO,USA,2015-04-01,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1139, ""firstObs"": ""2015-04-01"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 40.2187, ""location"": ""Lenz Farm north of Wray, CO"", ""lon"": -102.265, ""name"": ""Wray 2"", ""network"": ""Coag"", ""station"": ""wry02"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""wry02""}"
yam01,coagmet,Yampa,40.2012,-106.9212,2408,CO,USA,2025-10-09,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 2408, ""firstObs"": ""2025-10-09"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 40.2012, ""location"": ""3.5 miles north of Yampa"", ""lon"": -106.9212, ""name"": ""Yampa"", ""network"": ""Coag"", ""station"": ""yam01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""yam01""}"
yjk01,coagmet,Yellow Jacket,37.5428,-108.7398,2103,CO,USA,1992-01-01,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 2103, ""firstObs"": ""1992-01-01"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 37.5428, ""location"": ""2.5 mi NW Yellow Jacket"", ""lon"": -108.7398, ""name"": ""Yellow Jacket"", ""network"": ""Coag"", ""station"": ""yjk01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""yjk01""}"
yuc01,coagmet,Yucca House,37.2478,-108.687,1821,CO,USA,2002-01-01,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1821, ""firstObs"": ""2002-01-01"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 37.2478, ""location"": ""Mesa Verde Natl Monument"", ""lon"": -108.687, ""name"": ""Yucca House"", ""network"": ""Coag"", ""station"": ""yuc01"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""yuc01""}"
yum01,coagmet,Yuma,40.1035,-102.606,1219,CO,USA,1993-05-19,2010-01-02,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1219, ""firstObs"": ""1993-05-19"", ""irrigation"": ""unknown"", ""lastObs"": ""2010-01-02"", ""lat"": 40.1035, ""location"": ""6 mi E of Yuma"", ""lon"": -102.606, ""name"": ""Yuma"", ""network"": ""Coag"", ""station"": ""yum01"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""yum01""}"
yum02,coagmet,Yuma,40.1504,-102.724,1251,CO,USA,1996-05-08,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1251, ""firstObs"": ""1996-05-08"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 40.1504, ""location"": ""2 mi N Yuma"", ""lon"": -102.724, ""name"": ""Yuma"", ""network"": ""Coag"", ""station"": ""yum02"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""yum02""}"
