site_id,source_network,name,latitude,longitude,elevation_m,state,country,start_date,end_date,metadata
hne01,coagmet,Hoehne,37.2893,-104.313,1714,CO,USA,2000-02-14,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1714, ""firstObs"": ""2000-02-14"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 37.2893, ""location"": ""NE Trinidad"", ""lon"": -104.313, ""name"": ""Hoehne"", ""network"": ""Coag"", ""station"": ""hne01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""hne01""}"
hot01,coagmet,CSU Rogers Mesa Expt Sta,38.7917,-107.792,1691,CO,USA,1998-05-20,2019-09-26,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1691, ""firstObs"": ""1998-05-20"", ""irrigation"": ""part"", ""lastObs"": ""2019-09-26"", ""lat"": 38.7917, ""location"": ""4 mi W Hotchkiss"", ""lon"": -107.792, ""name"": ""CSU Rogers Mesa Expt Sta"", ""network"": ""Coag"", ""station"": ""hot01"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""hot01""}"
hot02,coagmet,CSU Rogers Mesa Research Sta,38.7985,-107.7882,1716,CO,USA,2019-03-19,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 3.0, ""elevation"": 1716, ""firstObs"": ""2019-03-19"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 38.7985, ""location"": ""CSU Rogers Mesa Research Station"", ""lon"": -107.7882, ""name"": ""CSU Rogers Mesa Research Sta"", ""network"": ""Coag"", ""station"": ""hot02"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""hot02""}"
hrt01,coagmet,Heartstrong,39.9552,-102.625,1259,CO,USA,2005-05-30,2008-03-15,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1259, ""firstObs"": ""2005-05-30"", ""irrigation"": ""part"", ""lastObs"": ""2008-03-15"", ""lat"": 39.9552, ""location"": ""12 mi SSE Yuma"", ""lon"": -102.625, ""name"": ""Heartstrong"", ""network"": ""Coag"", ""station"": ""hrt01"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""hrt01""}"
hxt01,coagmet,Haxtun,40.6722,-102.647,1231,CO,USA,1997-03-27,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1231, ""firstObs"": ""1997-03-27"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 40.6722, ""location"": ""2.5 mi NW Haxtun"", ""lon"": -102.647, ""name"": ""Haxtun"", ""network"": ""Coag"", ""station"": ""hxt01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""hxt01""}"
hyd01,coagmet,Hayden,40.499,-107.181,1967,CO,USA,2011-11-15,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1967, ""firstObs"": ""2011-11-15"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 40.499, ""location"": ""4 mi E of Hayden"", ""lon"": -107.181, ""name"": ""Hayden"", ""network"": ""Coag"", ""station"": ""hyd01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""hyd01""}"
hyk02,coagmet,Holyoke,40.4909,-102.089,1138,CO,USA,1992-01-01,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1138, ""firstObs"": ""1992-01-01"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 40.4909, ""location"": ""12 mi SE Holyoke"", ""lon"": -102.089, ""name"": ""Holyoke"", ""network"": ""Coag"", ""station"": ""hyk02"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""hyk02""}"
idl01,coagmet,Idalia,39.7312,-102.302,1212,CO,USA,1992-01-01,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1212, ""firstObs"": ""1992-01-01"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 39.7312, ""location"": ""2 mi N Idalia"", ""lon"": -102.302, ""name"": ""Idalia"", ""network"": ""Coag"", ""station"": ""idl01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""idl01""}"
ign01,coagmet,Ignacio,37.1383,-107.7072,2017,CO,USA,2018-04-20,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 3.0, ""elevation"": 2017, ""firstObs"": ""2018-04-20"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 37.1383, ""location"": ""4 mi NW of Ignacio, CO"", ""lon"": -107.7072, ""name"": ""Ignacio"", ""network"": ""Coag"", ""station"": ""ign01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""ign01""}"
ign02,coagmet,Ignacio 2,37.0769,-107.5872,1978,CO,USA,2024-04-04,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 0.0, ""elevation"": 1978, ""firstObs"": ""2024-04-04"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 37.0769, ""location"": ""3.65 miles southeast of Ignacio"", ""lon"": -107.5872, ""name"": ""Ignacio 2"", ""network"": ""Coag"", ""station"": ""ign02"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""ign02""}"
ilf01,coagmet,Iliff,40.7678,-103.045,1165,CO,USA,2007-12-01,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1165, ""firstObs"": ""2007-12-01"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 40.7678, ""location"": ""1.5 mi NE of Iliff"", ""lon"": -103.045, ""name"": ""Iliff"", ""network"": ""Coag"", ""station"": ""ilf01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""ilf01""}"
jfn01,coagmet,Jefferson,39.3509,-105.8152,2883,CO,USA,2012-01-01,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 2883, ""firstObs"": ""2012-01-01"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 39.3509, ""location"": ""1 mile SW of Jefferson,CO"", ""lon"": -105.8152, ""name"": ""Jefferson"", ""network"": ""Coag"", ""station"": ""jfn01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""jfn01""}"
kln01,coagmet,Kline,37.1261,-108.146,2059,CO,USA,2018-04-12,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 3.0, ""elevation"": 2059, ""firstObs"": ""2018-04-12"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 37.1261, ""location"": ""2 mi SW of Kline, CO"", ""lon"": -108.146, ""name"": ""Kline"", ""network"": ""Coag"", ""station"": ""kln01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""kln01""}"
krk01,coagmet,Kirk,39.6554,-102.621,1284,CO,USA,1996-05-13,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1284, ""firstObs"": ""1996-05-13"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 39.6554, ""location"": ""3 mi W Joes"", ""lon"": -102.621, ""name"": ""Kirk"", ""network"": ""Coag"", ""station"": ""krk01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""krk01""}"
krm01,coagmet,Kremmling,40.1153,-106.2835,2296,CO,USA,2018-04-30,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 3.0, ""elevation"": 2296, ""firstObs"": ""2018-04-30"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 40.1153, ""location"": ""7 miles NE of Kremmling"", ""lon"": -106.2835, ""name"": ""Kremmling"", ""network"": ""Coag"", ""station"": ""krm01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""krm01""}"
ksy01,coagmet,Kersey 1,40.3703,-104.5358,1410,CO,USA,1992-05-01,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1410, ""firstObs"": ""1992-05-01"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 40.3703, ""location"": ""2 mi SE Kersey"", ""lon"": -104.5358, ""name"": ""Kersey 1"", ""network"": ""Coag"", ""station"": ""ksy01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""ksy01""}"
ksy02,coagmet,Kersey 2,40.3629,-104.478,1391,CO,USA,2015-01-01,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1391, ""firstObs"": ""2015-01-01"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 40.3629, ""location"": ""4 mi SE Kersey"", ""lon"": -104.478, ""name"": ""Kersey 2"", ""network"": ""Coag"", ""station"": ""ksy02"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""ksy02""}"
lam01,coagmet,Lamar 1,37.9808,-102.5962,1151,CO,USA,1996-08-03,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1151, ""firstObs"": ""1996-08-03"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 37.9808, ""location"": ""4.5 Mi S Lamar"", ""lon"": -102.5962, ""name"": ""Lamar 1"", ""network"": ""Coag"", ""station"": ""lam01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""lam01""}"
lam02,coagmet,Lamar 2,38.1734,-102.559,1139,CO,USA,2002-01-01,2005-06-15,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1139, ""firstObs"": ""2002-01-01"", ""irrigation"": ""dry"", ""lastObs"": ""2005-06-15"", ""lat"": 38.1734, ""location"": ""7 mi NNE Lamar"", ""lon"": -102.559, ""name"": ""Lamar 2"", ""network"": ""Coag"", ""station"": ""lam02"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""lam02""}"
lam03,coagmet,Lamar 3,37.9769,-102.7127,1194,CO,USA,2002-01-01,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1194, ""firstObs"": ""2002-01-01"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 37.9769, ""location"": ""10 mi SW Lamar"", ""lon"": -102.7127, ""name"": ""Lamar 3"", ""network"": ""Coag"", ""station"": ""lam03"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""lam03""}"
lam04,coagmet,Lamar 4,38.1539,-102.599,1129,CO,USA,2005-05-11,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1129, ""firstObs"": ""2005-05-11"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 38.1539, ""location"": ""4.5 mi NNE Lamar"", ""lon"": -102.599, ""name"": ""Lamar 4"", ""network"": ""Coag"", ""station"": ""lam04"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""lam04""}"
lar01,coagmet,Larand,40.6126,-106.2997,2515,CO,USA,2009-06-10,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 2515, ""firstObs"": ""2009-06-10"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 40.6126, ""location"": ""8 miles south of Walden"", ""lon"": -106.2997, ""name"": ""Larand"", ""network"": ""Coag"", ""station"": ""lar01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""lar01""}"
lbn01,coagmet,Lebanon,37.4464,-108.553,2073,CO,USA,2022-02-04,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 3.0, ""elevation"": 2073, ""firstObs"": ""2022-02-04"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 37.4464, ""location"": ""Lebanon"", ""lon"": -108.553, ""name"": ""Lebanon"", ""network"": ""Coag"", ""station"": ""lbn01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""lbn01""}"
lcn01,coagmet,Lucerne,40.4756,-104.7066,1448,CO,USA,1992-03-04,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1448, ""firstObs"": ""1992-03-04"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 40.4756, ""location"": ""1/4 mi SW Lucerne"", ""lon"": -104.7066, ""name"": ""Lucerne"", ""network"": ""Coag"", ""station"": ""lcn01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""lcn01""}"
ljr01,coagmet,La Jara,37.2443,-105.9722,2315,CO,USA,2005-05-19,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 2315, ""firstObs"": ""2005-05-19"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 37.2443, ""location"": ""2 mi S LaJara"", ""lon"": -105.9722, ""name"": ""La Jara"", ""network"": ""Coag"", ""station"": ""ljr01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""ljr01""}"
ljt01,coagmet,La Junta,38.0777,-103.3665,1207,CO,USA,2005-03-17,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1207, ""firstObs"": ""2005-03-17"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 38.0777, ""location"": ""11 mi NE LaJunta"", ""lon"": -103.3665, ""name"": ""La Junta"", ""network"": ""Coag"", ""station"": ""ljt01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""ljt01""}"
lms02,coagmet,Las Animas 2,38.009,-103.2438,1204,CO,USA,2020-03-10,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 3.0, ""elevation"": 1204, ""firstObs"": ""2020-03-10"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 38.009, ""location"": ""4 miles SW Las Animas"", ""lon"": -103.2438, ""name"": ""Las Animas 2"", ""network"": ""Coag"", ""station"": ""lms02"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""lms02""}"
lsl01,coagmet,La Salle,40.3349,-104.63,1425,CO,USA,2012-02-10,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1425, ""firstObs"": ""2012-02-10"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 40.3349, ""location"": ""4 mi SE of La Salle"", ""lon"": -104.63, ""name"": ""La Salle"", ""network"": ""Coag"", ""station"": ""lsl01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""lsl01""}"
mcl01,coagmet,McClave (was Las Animas 1),38.15,-102.8484,1190,CO,USA,2005-03-17,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1190, ""firstObs"": ""2005-03-17"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 38.15, ""location"": ""1 mi NW McClave"", ""lon"": -102.8484, ""name"": ""McClave (was Las Animas 1)"", ""network"": ""Coag"", ""station"": ""mcl01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""mcl01""}"
mkr01,coagmet,Meeker,40.0083,-107.908,1933,CO,USA,2018-04-26,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 3.0, ""elevation"": 1933, ""firstObs"": ""2018-04-26"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-06"", ""lat"": 40.0083, ""location"": ""2 miles S of Meeker"", ""lon"": -107.908, ""name"": ""Meeker"", ""network"": ""Coag"", ""station"": ""mkr01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""mkr01""}"
mnc01,coagmet,Mancos,37.3212,-108.339,2051,CO,USA,2010-10-29,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 2051, ""firstObs"": ""2010-10-29"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 37.3212, ""location"": ""3.5 Mi SW Mancos"", ""lon"": -108.339, ""name"": ""Mancos"", ""network"": ""Coag"", ""station"": ""mnc01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""mnc01""}"
mtr01,coagmet,Montrose,38.547,-107.9143,1722,CO,USA,2015-02-24,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1722, ""firstObs"": ""2015-02-24"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 38.547, ""location"": ""3 miles NW of Montrose"", ""lon"": -107.9143, ""name"": ""Montrose"", ""network"": ""Coag"", ""station"": ""mtr01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""mtr01""}"
nuc01,coagmet,Nucla,38.2658,-108.5456,1759,CO,USA,2024-06-05,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1759, ""firstObs"": ""2024-06-05"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 38.2658, ""location"": ""Southeast end of Nucla, Colorado"", ""lon"": -108.5456, ""name"": ""Nucla"", ""network"": ""Coag"", ""station"": ""nuc01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""nuc01""}"
nwd01,coagmet,Norwood,38.151,-108.2836,2134,CO,USA,2018-06-14,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 3.0, ""elevation"": 2134, ""firstObs"": ""2018-06-14"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 38.151, ""location"": ""2 mi South of Norwood"", ""lon"": -108.2836, ""name"": ""Norwood"", ""network"": ""Coag"", ""station"": ""nwd01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""nwd01""}"
orm01,coagmet,Orchard Mesa,39.0424,-108.4664,1402,CO,USA,2006-01-01,2019-09-25,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1402, ""firstObs"": ""2006-01-01"", ""irrigation"": ""part"", ""lastObs"": ""2019-09-25"", ""lat"": 39.0424, ""location"": ""Orchard Mesa"", ""lon"": -108.4664, ""name"": ""Orchard Mesa"", ""network"": ""Coag"", ""station"": ""orm01"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""orm01""}"
orm02,coagmet,CSU Orchard Mesa Research Station,39.0441,-108.4673,1433,CO,USA,2019-09-25,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 3.0, ""elevation"": 1433, ""firstObs"": ""2019-09-25"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 39.0441, ""location"": ""CSU Orchard Mesa Research Station"", ""lon"": -108.4673, ""name"": ""CSU Orchard Mesa Research Station"", ""network"": ""Coag"", ""station"": ""orm02"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""orm02""}"
oth01,coagmet,Olathe,38.635,-107.9636,1623,CO,USA,1992-07-28,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1623, ""firstObs"": ""1992-07-28"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 38.635, ""location"": ""3 mi NE Olathe"", ""lon"": -107.9636, ""name"": ""Olathe"", ""network"": ""Coag"", ""station"": ""oth01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""oth01""}"
oth02,coagmet,Olathe 2,38.6135,-108.069,1661,CO,USA,2010-08-12,2016-12-31,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1661, ""firstObs"": ""2010-08-12"", ""irrigation"": ""full"", ""lastObs"": ""2016-12-31"", ""lat"": 38.6135, ""location"": ""4 mi W Olathe"", ""lon"": -108.069, ""name"": ""Olathe 2"", ""network"": ""Coag"", ""station"": ""oth02"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""oth02""}"
pai01,coagmet,Paoli,40.4248,-102.475,1181,CO,USA,2001-09-26,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1181, ""firstObs"": ""2001-09-26"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 40.4248, ""location"": ""RD U & 59"", ""lon"": -102.475, ""name"": ""Paoli"", ""network"": ""Coag"", ""station"": ""pai01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""pai01""}"
pan01,coagmet,Paonia,38.8656,-107.599,1720,CO,USA,,,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1720, ""firstObs"": ""0001-01-01"", ""irrigation"": ""unknown"", ""lastObs"": ""0001-01-01"", ""lat"": 38.8656, ""location"": ""Paonia"", ""lon"": -107.599, ""name"": ""Paonia"", ""network"": ""Coag"", ""station"": ""pan01"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""pan01""}"
pbl01,coagmet,Pueblo (defunct),38.2317,-104.467,1436,CO,USA,1993-08-04,1995-05-22,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1436, ""firstObs"": ""1993-08-04"", ""irrigation"": ""unknown"", ""lastObs"": ""1995-05-22"", ""lat"": 38.2317, ""location"": ""Pueblo"", ""lon"": -104.467, ""name"": ""Pueblo (defunct)"", ""network"": ""Coag"", ""station"": ""pbl01"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""pbl01""}"
pbw01,coagmet,Pueblo West,38.1515,-104.8042,1661,CO,USA,2023-02-09,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 0.0, ""elevation"": 1661, ""firstObs"": ""2023-02-09"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 38.1515, ""location"": ""Hudson Ranch Rocket Launch Site"", ""lon"": -104.8042, ""name"": ""Pueblo West"", ""network"": ""Coag"", ""station"": ""pbw01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""pbw01""}"
pgs01,coagmet,Pagosa Springs,37.277,-106.9826,2189,CO,USA,2018-04-20,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 3.0, ""elevation"": 2189, ""firstObs"": ""2018-04-20"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 37.277, ""location"": ""2 mi from Pagosa Springs"", ""lon"": -106.9826, ""name"": ""Pagosa Springs"", ""network"": ""Coag"", ""station"": ""pgs01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""pgs01""}"
pkh01,coagmet,Peckham,40.3125,-104.727,1433,CO,USA,1992-03-17,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1433, ""firstObs"": ""1992-03-17"", ""irrigation"": ""part"", ""lastObs"": ""2026-05-09"", ""lat"": 40.3125, ""location"": ""3 mi ENE Peckham"", ""lon"": -104.727, ""name"": ""Peckham"", ""network"": ""Coag"", ""station"": ""pkh01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""pkh01""}"
pkn01,coagmet,Punkin Center,38.9313,-103.6846,1628,CO,USA,2022-03-31,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 3.0, ""elevation"": 1628, ""firstObs"": ""2022-03-31"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 38.9313, ""location"": ""5.6 mi NNE Punkin Center"", ""lon"": -103.6846, ""name"": ""Punkin Center"", ""network"": ""Coag"", ""station"": ""pkn01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""pkn01""}"
pkr01,coagmet,Parker,39.5505,-104.811,1772,CO,USA,2015-03-12,2019-07-25,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1772, ""firstObs"": ""2015-03-12"", ""irrigation"": ""dry"", ""lastObs"": ""2019-07-25"", ""lat"": 39.5505, ""location"": ""E470 and Chambers"", ""lon"": -104.811, ""name"": ""Parker"", ""network"": ""Coag"", ""station"": ""pkr01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""pkr01""}"
pnr01,coagmet,Penrose,38.4119,-104.998,1625,CO,USA,2010-10-13,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1625, ""firstObs"": ""2010-10-13"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 38.4119, ""location"": ""near L and 13th Sts."", ""lon"": -104.998, ""name"": ""Penrose"", ""network"": ""Coag"", ""station"": ""pnr01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""pnr01""}"
ptv01,coagmet,Platteville,40.2278,-104.835,1433,CO,USA,,,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1433, ""firstObs"": ""0001-01-01"", ""irrigation"": ""unknown"", ""lastObs"": ""0001-01-01"", ""lat"": 40.2278, ""location"": ""1 mi NW Platteville"", ""lon"": -104.835, ""name"": ""Platteville"", ""network"": ""Coag"", ""station"": ""ptv01"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""ptv01""}"
rfd01,coagmet,"Rocky Ford, AVRC",38.0385,-103.695,1274,CO,USA,1992-06-04,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 1274, ""firstObs"": ""1992-06-04"", ""irrigation"": ""full"", ""lastObs"": ""2026-05-09"", ""lat"": 38.0385, ""location"": ""2.5 mi SE Rocky Ford"", ""lon"": -103.695, ""name"": ""Rocky Ford, AVRC"", ""network"": ""Coag"", ""station"": ""rfd01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""rfd01""}"
rfd02,coagmet,CSU Expt Stn Rocky Ford NRCS,38.0385,-103.695,1274,CO,USA,1999-01-01,2005-06-30,"{""coagmet_raw"": {""active"": ""inactive"", ""anemometerHeight"": 2.0, ""elevation"": 1274, ""firstObs"": ""1999-01-01"", ""irrigation"": ""full"", ""lastObs"": ""2005-06-30"", ""lat"": 38.0385, ""location"": ""Moved to HLY01"", ""lon"": -103.695, ""name"": ""CSU Expt Stn Rocky Ford NRCS"", ""network"": ""Coag"", ""station"": ""rfd02"", ""timestep"": 3600, ""units"": ""m""}, ""coagmet_station_id"": ""rfd02""}"
san01,coagmet,San Acacio,37.1417,-105.611,2363,CO,USA,2000-08-12,,"{""coagmet_raw"": {""active"": ""active"", ""anemometerHeight"": 2.0, ""elevation"": 2363, ""firstObs"": ""2000-08-12"", ""irrigation"": ""dry"", ""lastObs"": ""2026-05-09"", ""lat"": 37.1417, ""location"": ""2 mi N Mesita"", ""lon"": -105.611, ""name"": ""San Acacio"", ""network"": ""Coag"", ""station"": ""san01"", ""timestep"": 300, ""units"": ""m""}, ""coagmet_station_id"": ""san01""}"
